,original_word,tokenized_by_bert
27002,"##magnification
","['#', '#', 'mag', '##ni', '##fication']"
27003,"##averaging
","['#', '#', 'averaging']"
27004,"##distillation
","['#', '#', 'di', '##sti', '##llation']"
27005,"##contrast
","['#', '#', 'contrast']"
27006,"##verdichtung
","['#', '#', 'verdi', '##cht', '##ung']"
27007,"##transducer
","['#', '#', 'trans', '##du', '##cer']"
27008,"##importance
","['#', '#', 'importance']"
27009,"##deflection
","['#', '#', 'def', '##le', '##ction']"
27010,"##optimum
","['#', '#', 'opt', '##imum']"
27011,"##chandra
","['#', '#', 'chandra']"
27012,"##aluminium
","['#', '#', 'aluminium']"
27013,"##brown
","['#', '#', 'brown']"
27014,"##iodide
","['#', '#', 'io', '##di', '##de']"
27015,"nga
","['ng', '##a']"
27016,"usl
",['usl']
27017,"##making
","['#', '#', 'making']"
27018,"chop
",['chop']
27019,"longitud
","['long', '##it', '##ud']"
27020,"regenerativ
","['reg', '##ener', '##ati', '##v']"
27021,"##chrome
","['#', '#', 'chrome']"
27022,"##capture
","['#', '#', 'capture']"
27023,"upuc
","['up', '##uc']"
27024,"##attering
","['#', '#', 'at', '##tering']"
27025,"##disrupti
","['#', '#', 'disrupt', '##i']"
27026,"fpr
","['f', '##pr']"
27027,"##métrie
","['#', '#', 'met', '##rie']"
27028,"catalys
","['cat', '##aly', '##s']"
27029,"##estimation
","['#', '#', 'estimation']"
27030,"elongate
","['el', '##onga', '##te']"
27031,"anodiz
","['an', '##od', '##iz']"
27032,"negotiat
","['ne', '##go', '##tia', '##t']"
27033,"conductivit
","['conduct', '##iv', '##it']"
27034,"voraussetzung
","['vo', '##raus', '##set', '##zu', '##ng']"
27035,"##riicksicht
","['#', '#', 'ri', '##ick', '##sic', '##ht']"
27036,"##driver
","['#', '#', 'driver']"
27037,"sinq
","['sin', '##q']"
27038,"##magneten
","['#', '#', 'magnet', '##en']"
27039,"##ponsored
","['#', '#', 'po', '##nsor', '##ed']"
27040,"eaq
","['ea', '##q']"
27041,"scintill
","['sci', '##nti', '##ll']"
27042,"##absorber
","['#', '#', 'absorb', '##er']"
27043,"rodrigue
","['rod', '##rigue']"
27044,"zell
","['ze', '##ll']"
27045,"sreenivas
","['sr', '##een', '##iva', '##s']"
27046,"ptet
","['pt', '##et']"
27047,"proportionnel
","['proportion', '##nel']"
27048,"phthal
","['ph', '##thal']"
27049,"prelimina
","['pre', '##lim', '##ina']"
27050,"hamilton
",['hamilton']
27051,"propriet
","['prop', '##rie', '##t']"
27052,"##bewegung
","['#', '#', 'be', '##we', '##gun', '##g']"
27053,"cognizan
","['co', '##gni', '##zan']"
27054,"jawactuat
","['jaw', '##act', '##ua', '##t']"
27055,"sequoia
","['se', '##qu', '##oia']"
27056,"##derstandsbeiwert
","['#', '#', 'der', '##stand', '##sb', '##ei', '##wer', '##t']"
27057,"##eantimetorestore
","['#', '#', 'ea', '##nti', '##met', '##ores', '##tore']"
27058,"##hyperconjugative
","['#', '#', 'hyper', '##con', '##ju', '##gative']"
27059,"##warmeabfuhr
","['#', '#', 'warm', '##ea', '##bf', '##uh', '##r']"
27060,"abschdtzung
","['abs', '##ch', '##dt', '##zu', '##ng']"
27061,"ambiguity
",['ambiguity']
27062,"arkansas
",['arkansas']
27063,"attenuator
","['at', '##ten', '##ua', '##tor']"
27064,"ausfiihrlich
","['aus', '##fi', '##ih', '##rl', '##ich']"
27065,"baffling
","['ba', '##ff', '##ling']"
27066,"baurmash
","['ba', '##ur', '##mas', '##h']"
27067,"chandravathi
","['chandra', '##vat', '##hi']"
27068,"choudhry
","['cho', '##ud', '##hr', '##y']"
27069,"conséquent
","['con', '##se', '##quent']"
27070,"dendrogram
","['den', '##dro', '##gram']"
27071,"dewetting
","['dew', '##etti', '##ng']"
27072,"disentraine
","['di', '##sen', '##train', '##e']"
27073,"edelgase
","['ed', '##el', '##gas', '##e']"
27074,"erzeugen
","['er', '##ze', '##uge', '##n']"
27075,"fortuitous
","['fort', '##uit', '##ous']"
27076,"gestaltung
","['ge', '##sta', '##lt', '##ung']"
27077,"iiberhitzt
","['ii', '##ber', '##hit', '##z', '##t']"
27078,"jamshedpur
","['jam', '##shed', '##pur']"
27079,"justifiable
","['just', '##if', '##iable']"
27080,"karaikudi
","['kara', '##ik', '##udi']"
27081,"livraison
","['liv', '##rai', '##son']"
27082,"macdonald
",['macdonald']
27083,"mariyapp
","['mari', '##ya', '##pp']"
27084,"modérateur
","['moderate', '##ur']"
27085,"nithila
","['ni', '##thi', '##la']"
27086,"nocciolo
","['no', '##cci', '##olo']"
27087,"nonexistent
","['none', '##xi', '##sten', '##t']"
27088,"nonmonotonic
","['non', '##mon', '##oton', '##ic']"
27089,"noulnan
","['no', '##ul', '##nan']"
27090,"nuctear
","['nu', '##ct', '##ear']"
27091,"numérique
","['nu', '##mer', '##ique']"
27092,"ophiolite
","['op', '##hi', '##oli', '##te']"
27093,"passivating
","['pass', '##ivating']"
27094,"phenanthroline
","['ph', '##ena', '##nt', '##hr', '##olin', '##e']"
27095,"photovoltaic
","['photo', '##vo', '##lta', '##ic']"
27096,"proporcional
","['prop', '##or', '##cion', '##al']"
27097,"protégé
",['protege']
27098,"radiobiology
","['radio', '##biology']"
27099,"radiotoxic
","['radio', '##to', '##xi', '##c']"
27100,"reexamine
","['re', '##ex', '##amine']"
27101,"sawdust
","['saw', '##dust']"
27102,"specimencarrier
","['specimen', '##car', '##rier']"
27103,"trigonal
","['tri', '##gonal']"
27104,"ubiquitous
",['ubiquitous']
27105,"unrundheit
","['un', '##run', '##dh', '##eit']"
27106,"unspecified
",['unspecified']
27107,"verrouillage
","['ve', '##rro', '##uil', '##lage']"
27108,"vorliegt
","['vo', '##rl', '##ieg', '##t']"
27109,"wsinvho
","['w', '##sin', '##v', '##ho']"
27110,"zugehérige
","['zu', '##ge', '##her', '##ige']"
27111,"équilibr
","['e', '##quil', '##ib', '##r']"
27112,"##oberfldche
","['#', '#', 'obe', '##rf', '##ld', '##che']"
27113,"bqkg
","['b', '##q', '##k', '##g']"
27114,"contrélée
","['con', '##tre', '##lee']"
27115,"gakkai
","['ga', '##kka', '##i']"
27116,"gesehen
","['ge', '##se', '##hen']"
27117,"inspektion
","['ins', '##pe', '##kti', '##on']"
27118,"inundation
","['in', '##unda', '##tion']"
27119,"kohlenstoff
","['ko', '##hl', '##ens', '##to', '##ff']"
27120,"naosime
","['na', '##osi', '##me']"
27121,"orthoclase
","['or', '##th', '##oc', '##lase']"
27122,"tanshdy
","['tan', '##sh', '##dy']"
27123,"undamaged
","['und', '##ama', '##ged']"
27124,"unscear
","['un', '##sc', '##ear']"
27125,"##kjeldah
","['#', '#', 'k', '##je', '##lda', '##h']"
27126,"cochran
",['cochran']
27127,"milliliter
","['mill', '##ili', '##ter']"
27128,"abgearbeitet
","['ab', '##ge', '##ar', '##bei', '##tet']"
27129,"sathyabam
","['sat', '##hya', '##ba', '##m']"
27130,"waterbrine
","['water', '##bri', '##ne']"
27131,"##arbeitungskosten
","['#', '#', 'ar', '##bei', '##tung', '##sko', '##sten']"
27132,"grounes
","['gr', '##oun', '##es']"
27133,"nitrogenalloyed
","['nitrogen', '##all', '##oy', '##ed']"
27134,"rachna
","['ra', '##ch', '##na']"
27135,"vérifier
","['ve', '##ri', '##fi', '##er']"
27136,"alkalinity
","['al', '##kali', '##nity']"
27137,"bewegt
","['be', '##we', '##gt']"
27138,"gewesen
","['ge', '##wes', '##en']"
27139,"ripening
","['ripe', '##ning']"
27140,"strominger
","['st', '##rom', '##inger']"
27141,"uofcauauser
","['u', '##of', '##ca', '##ua', '##user']"
27142,"jsave
","['j', '##sa', '##ve']"
27143,"encastre
","['en', '##cast', '##re']"
27144,"corrosivity
","['co', '##rro', '##si', '##vity']"
27145,"einsatzbeginn
","['ein', '##sat', '##z', '##be', '##gin', '##n']"
27146,"rectangle
","['rec', '##tangle']"
27147,"combinaison
","['comb', '##ina', '##ison']"
27148,"##sganss
","['#', '#', 'sg', '##ans', '##s']"
27149,"hullrohr
","['hull', '##ro', '##hr']"
27150,"trimethylamine
","['trim', '##eth', '##yla', '##mine']"
27151,"semiconducteurs
","['semi', '##con', '##du', '##ct', '##eurs']"
27152,"acrosol
","['ac', '##ros', '##ol']"
27153,"krishnaiah
","['krishna', '##iah']"
27154,"konverter
","['ko', '##n', '##vert', '##er']"
27155,"ackermann
","['ac', '##ker', '##mann']"
27156,"kithlmittel
","['kit', '##hl', '##mit', '##tel']"
27157,"friedland
","['fried', '##land']"
27158,"##oberkante
","['#', '#', 'obe', '##rka', '##nte']"
27159,"gripping
",['gripping']
27160,"leistungsregler
","['lei', '##st', '##ung', '##sr', '##eg', '##ler']"
27161,"quotation
","['quota', '##tion']"
27162,"nodules
","['nod', '##ules']"
27163,"pyrophosphate
","['p', '##yr', '##op', '##hos', '##phate']"
27164,"houston
",['houston']
27165,"mcfc
","['mc', '##fc']"
27166,"disengaging
","['di', '##sen', '##ga', '##ging']"
27167,"helmick
","['helm', '##ick']"
27168,"agarwal
","['ag', '##ar', '##wal']"
27169,"carburis
","['car', '##bu', '##ris']"
27170,"harvey
",['harvey']
27171,"bemerk
","['be', '##mer', '##k']"
27172,"recipe
",['recipe']
27173,"hochdruckteil
","['hoc', '##hd', '##ruck', '##te', '##il']"
27174,"vortrag
","['vo', '##rt', '##rag']"
27175,"aaquny
","['aa', '##qu', '##ny']"
27176,"fragile
",['fragile']
27177,"dittus
","['di', '##tt', '##us']"
27178,"conduir
","['con', '##du', '##ir']"
27179,"dynecm
","['d', '##yne', '##cm']"
27180,"hsieh
","['hs', '##ie', '##h']"
27181,"alimentation
","['ali', '##ment', '##ation']"
27182,"beladung
","['bela', '##dun', '##g']"
27183,"étalonné
","['eta', '##lon', '##ne']"
27184,"colloqu
","['col', '##lo', '##qu']"
27185,"boulder
",['boulder']
27186,"italian
",['italian']
27187,"geminol
","['gem', '##ino', '##l']"
27188,"puncture
","['pun', '##cture']"
27189,"hugli
","['hug', '##li']"
27190,"kgday
","['kg', '##day']"
27191,"##gehoben
","['#', '#', 'ge', '##ho', '##ben']"
27192,"##trophic
","['#', '#', 'tr', '##op', '##hic']"
27193,"begrenzen
","['beg', '##ren', '##zen']"
27194,"imjm
","['im', '##jm']"
27195,"matepha
","['mate', '##pha']"
27196,"wilkes
",['wilkes']
27197,"muruge
","['mu', '##rug', '##e']"
27198,"upturn
","['up', '##turn']"
27199,"wrapping
",['wrapping']
27200,"kerker
","['ke', '##rke', '##r']"
27201,"coclant
","['co', '##cl', '##ant']"
27202,"temdso
","['te', '##md', '##so']"
27203,"synchronis
","['sync', '##hr', '##onis']"
27204,"obtein
","['ob', '##tein']"
27205,"unterkan
","['un', '##ter', '##kan']"
27206,"graphitization
","['graph', '##iti', '##zation']"
27207,"amppan
","['amp', '##pan']"
27208,"dampfstrémung
","['damp', '##fs', '##tre', '##mun', '##g']"
27209,"photoresponse
","['photo', '##res', '##pon', '##se']"
27210,"##supervised
","['#', '#', 'supervised']"
27211,"cuvette
","['cu', '##vet', '##te']"
27212,"krone
","['k', '##rone']"
27213,"ringbahn
","['ring', '##bahn']"
27214,"probabi
","['pro', '##ba', '##bi']"
27215,"nonconformance
","['non', '##con', '##form', '##ance']"
27216,"borewell
","['bore', '##well']"
27217,"ausgegangen
","['aus', '##ge', '##gang', '##en']"
27218,"systern
","['sy', '##ster', '##n']"
27219,"hervor
","['her', '##vor']"
27220,"terpey
","['ter', '##pe', '##y']"
27221,"zhou
",['zhou']
27222,"wartung
","['war', '##tung']"
27223,"fnergy
","['f', '##ner', '##gy']"
27224,"phoenix
",['phoenix']
27225,"ficient
","['fi', '##cie', '##nt']"
27226,"mexay
","['me', '##xa', '##y']"
27227,"terrace
",['terrace']
27228,"pwrzr
","['p', '##wr', '##z', '##r']"
27229,"elliot
",['elliot']
27230,"textile
",['textile']
27231,"splacement
","['sp', '##lace', '##ment']"
27232,"halden
","['hal', '##den']"
27233,"##yuehua
","['#', '#', 'yue', '##hua']"
27234,"lagao
","['la', '##ga', '##o']"
27235,"apparaitre
","['app', '##ara', '##it', '##re']"
27236,"scribed
","['scribe', '##d']"
27237,"cyele
","['cy', '##ele']"
27238,"collier
",['collier']
27239,"socool
","['soc', '##ool']"
27240,"druckgefé
","['dr', '##uck', '##ge', '##fe']"
27241,"agitated
",['agitated']
27242,"extens
","['ex', '##tens']"
27243,"reestablished
","['rees', '##tablished']"
27244,"aufgestellt
","['auf', '##ges', '##tell', '##t']"
27245,"subgrade
","['sub', '##grade']"
27246,"particulas
","['part', '##ic', '##ula', '##s']"
27247,"sustainability
",['sustainability']
27248,"clearcut
","['clear', '##cut']"
27249,"embrittl
","['em', '##bri', '##tt', '##l']"
27250,"generateurs
","['generate', '##urs']"
27251,"delete
","['del', '##ete']"
27252,"epec
","['ep', '##ec']"
27253,"seiche
","['se', '##iche']"
27254,"kriechbeulen
","['k', '##rie', '##ch', '##be', '##ule', '##n']"
27255,"nemsec
","['ne', '##ms', '##ec']"
27256,"dispersoid
","['di', '##sper', '##so', '##id']"
27257,"aufgaben
","['auf', '##ga', '##ben']"
27258,"taft
",['taft']
27259,"sujet
","['su', '##jet']"
27260,"heterogen
","['het', '##ero', '##gen']"
27261,"culnse
","['cu', '##ln', '##se']"
27262,"fisica
","['fis', '##ica']"
27263,"scramtank
","['sc', '##ram', '##tan', '##k']"
27264,"succeeded
",['succeeded']
27265,"faint
",['faint']
27266,"associat
","['ass', '##oc', '##ia', '##t']"
27267,"undetermined
","['und', '##eter', '##mined']"
27268,"rehme
","['re', '##hm', '##e']"
27269,"hlontu
","['h', '##lon', '##tu']"
27270,"polvo
","['pol', '##vo']"
27271,"nickeliron
","['nickel', '##iro', '##n']"
27272,"brightness
",['brightness']
27273,"##enaustausch
","['#', '#', 'en', '##aus', '##ta', '##us', '##ch']"
27274,"eagle
",['eagle']
27275,"istics
","['ist', '##ics']"
27276,"dlcni
","['dl', '##c', '##ni']"
27277,"umepeh
","['um', '##ep', '##eh']"
27278,"regain
",['regain']
27279,"##ructural
","['#', '#', 'ru', '##ct', '##ural']"
27280,"imposta
","['imp', '##osta']"
27281,"htfsi
","['h', '##tf', '##si']"
27282,"topshield
","['tops', '##hi', '##eld']"
27283,"cfbr
","['cf', '##br']"
27284,"vollintegrierte
","['vol', '##lin', '##te', '##gr', '##ier', '##te']"
27285,"##rplus
","['#', '#', 'r', '##pl', '##us']"
27286,"crash
",['crash']
27287,"ruther
","['ruth', '##er']"
27288,"hinein
","['hi', '##ne', '##in']"
27289,"pebs
","['pe', '##bs']"
27290,"fourfold
","['four', '##fold']"
27291,"remelting
","['re', '##mel', '##ting']"
27292,"yty
","['y', '##ty']"
27293,"##saau
","['#', '#', 'sa', '##au']"
27294,"dtpa
","['dt', '##pa']"
27295,"adeds
","['ad', '##ed', '##s']"
27296,"relocated
",['relocated']
27297,"plag
","['pl', '##ag']"
27298,"ipl
","['ip', '##l']"
27299,"jtavmoti
","['j', '##ta', '##v', '##mot', '##i']"
27300,"booster
",['booster']
27301,"redial
","['red', '##ial']"
27302,"neutrality
",['neutrality']
27303,"voudr
","['vo', '##ud', '##r']"
27304,"mcu
","['mc', '##u']"
27305,"mnteog
","['mn', '##te', '##og']"
27306,"##uini
","['#', '#', 'ui', '##ni']"
27307,"slave
",['slave']
27308,"##betriebsvorginge
","['#', '#', 'bet', '##rie', '##bs', '##vor', '##ging', '##e']"
27309,"##htsdhx
","['#', '#', 'h', '##ts', '##dh', '##x']"
27310,"rediff
","['red', '##iff']"
27311,"ouest
","['ou', '##est']"
27312,"##kiihlkreis
","['#', '#', 'ki', '##ih', '##lk', '##re', '##is']"
27313,"sdwn
","['sd', '##wn']"
27314,"dmw
","['d', '##m', '##w']"
27315,"basson
","['bass', '##on']"
27316,"corresp
","['co', '##rre', '##sp']"
27317,"umleitstation
","['um', '##lei', '##ts', '##tation']"
27318,"viene
","['vie', '##ne']"
27319,"lamno
","['lam', '##no']"
27320,"communicated
",['communicated']
27321,"##onpoid
","['#', '#', 'on', '##po', '##id']"
27322,"steelshot
","['steel', '##shot']"
27323,"parida
","['par', '##ida']"
27324,"tempér
",['temper']
27325,"prealloy
","['pre', '##all', '##oy']"
27326,"gml
","['gm', '##l']"
27327,"valable
","['val', '##able']"
27328,"digitizer
","['digit', '##izer']"
27329,"prioraustenit
","['prior', '##aus', '##ten', '##it']"
27330,"seismicity
","['seismic', '##ity']"
27331,"halved
","['hal', '##ved']"
27332,"pentagon
",['pentagon']
27333,"conditic
","['con', '##dit', '##ic']"
27334,"tmt
","['t', '##mt']"
27335,"##casein
","['#', '#', 'case', '##in']"
27336,"randomness
","['random', '##ness']"
27337,"aircooling
","['air', '##co', '##olin', '##g']"
27338,"padma
",['padma']
27339,"afdure
","['af', '##dur', '##e']"
27340,"sommer
","['somme', '##r']"
27341,"##week
","['#', '#', 'week']"
27342,"##sadwa
","['#', '#', 'sad', '##wa']"
27343,"##roach
","['#', '#', 'roach']"
27344,"##brandausbreitung
","['#', '#', 'brand', '##aus', '##bre', '##itung']"
27345,"abgas
","['ab', '##gas']"
27346,"zrf
","['z', '##rf']"
27347,"##ffel
","['#', '#', 'ff', '##el']"
27348,"##guide
","['#', '#', 'guide']"
27349,"##perience
","['#', '#', 'per', '##ience']"
27350,"mohr
","['mo', '##hr']"
27351,"##jouy
","['#', '#', 'jo', '##uy']"
27352,"##schleifen
","['#', '#', 'sc', '##hl', '##ei', '##fen']"
27353,"##hoctl
","['#', '#', 'hoc', '##tl']"
27354,"alzn
","['al', '##z', '##n']"
27355,"reaccione
","['re', '##ac', '##cion', '##e']"
27356,"##catalyze
","['#', '#', 'cat', '##aly', '##ze']"
27357,"extrait
","['extra', '##it']"
27358,"##abschirmwasser
","['#', '#', 'abs', '##chi', '##rm', '##was', '##ser']"
27359,"skep
","['sk', '##ep']"
27360,"mittal
","['mit', '##tal']"
27361,"venture
",['venture']
27362,"variati
","['var', '##ia', '##ti']"
27363,"tka
","['t', '##ka']"
27364,"centralised
","['central', '##ised']"
27365,"##teknik
","['#', '#', 'te', '##k', '##nik']"
27366,"kinetically
","['kinetic', '##ally']"
27367,"nynl
","['ny', '##nl']"
27368,"gebr
","['ge', '##br']"
27369,"luoddn
","['lu', '##od', '##d', '##n']"
27370,"##uuod
","['#', '#', 'u', '##uo', '##d']"
27371,"##verhiltnisse
","['#', '#', 've', '##rh', '##il', '##t', '##nis', '##se']"
27372,"geologi
","['geo', '##log', '##i']"
27373,"##ilde
","['#', '#', 'il', '##de']"
27374,"rrl
","['rr', '##l']"
27375,"ritz
","['ri', '##tz']"
27376,"narrat
","['na', '##rra', '##t']"
27377,"herpeto
","['her', '##pet', '##o']"
27378,"developers
",['developers']
27379,"plex
","['pl', '##ex']"
27380,"deac
","['dea', '##c']"
27381,"bloch
","['bloc', '##h']"
27382,"sanit
","['san', '##it']"
27383,"gcer
","['g', '##cer']"
27384,"##eeaee
","['#', '#', 'ee', '##ae', '##e']"
27385,"ysec
","['y', '##se', '##c']"
27386,"##kkal
","['#', '#', 'k', '##kal']"
27387,"applica
","['app', '##lica']"
27388,"supra
","['su', '##pr', '##a']"
27389,"materiel
","['mater', '##iel']"
27390,"orv
","['or', '##v']"
27391,"ellipse
","['el', '##lip', '##se']"
27392,"oap
","['o', '##ap']"
27393,"moteur
","['mo', '##te', '##ur']"
27394,"##sumption
","['#', '#', 'sum', '##ption']"
27395,"intrala
","['intra', '##la']"
27396,"hach
","['ha', '##ch']"
27397,"jaz
","['ja', '##z']"
27398,"##wvls
","['#', '#', 'w', '##v', '##ls']"
27399,"inspir
","['ins', '##pi', '##r']"
27400,"##flex
","['#', '#', 'flex']"
27401,"gax
","['ga', '##x']"
27402,"endfbiv
","['end', '##fb', '##iv']"
27403,"##revers
","['#', '#', 'rev', '##ers']"
27404,"ybno
","['y', '##bn', '##o']"
27405,"##hoctu
","['#', '#', 'hoc', '##tu']"
27406,"##verschiebung
","['#', '#', 've', '##rs', '##chi', '##eb', '##ung']"
27407,"rco
","['rc', '##o']"
27408,"##wlol
","['#', '#', 'w', '##lo', '##l']"
27409,"briter
","['brit', '##er']"
27410,"shail
","['sha', '##il']"
27411,"sinsw
","['sins', '##w']"
27412,"nanomechanic
","['nano', '##me', '##chan', '##ic']"
27413,"puouo
","['pu', '##ou', '##o']"
27414,"varié
","['var', '##ie']"
27415,"##kombinationen
","['#', '#', 'ko', '##mb', '##ination', '##en']"
27416,"ndisa
","['n', '##dis', '##a']"
27417,"eza
","['e', '##za']"
27418,"##copper
","['#', '#', 'copper']"
27419,"##feooh
","['#', '#', 'fe', '##oo', '##h']"
27420,"##ualni
","['#', '#', 'ua', '##ln', '##i']"
27421,"##quently
","['#', '#', 'que', '##ntly']"
27422,"sutq
","['su', '##t', '##q']"
27423,"##bhad
","['#', '#', 'b', '##had']"
27424,"##austenit
","['#', '#', 'austen', '##it']"
27425,"##ieved
","['#', '#', 'ie', '##ved']"
27426,"grr
","['gr', '##r']"
27427,"thaw
","['tha', '##w']"
27428,"fehl
","['fe', '##hl']"
27429,"##leased
","['#', '#', 'leased']"
27430,"otra
","['ot', '##ra']"
27431,"fication
","['fi', '##cation']"
27432,"adaptée
","['adapt', '##ee']"
27433,"hpc
","['hp', '##c']"
27434,"calibra
","['cal', '##ib', '##ra']"
27435,"thermodyn
","['the', '##rm', '##od', '##yn']"
27436,"reqd
","['re', '##q', '##d']"
27437,"entsteh
","['en', '##ts', '##te', '##h']"
27438,"stageiii
","['stage', '##iii']"
27439,"nnu
","['n', '##nu']"
27440,"qat
","['q', '##at']"
27441,"expone
","['expo', '##ne']"
27442,"##unold
","['#', '#', 'uno', '##ld']"
27443,"bhan
","['b', '##han']"
27444,"channe
","['chan', '##ne']"
27445,"hank
",['hank']
27446,"smu
","['sm', '##u']"
27447,"##inone
","['#', '#', 'in', '##one']"
27448,"flieb
","['fl', '##ie', '##b']"
27449,"##ewski
","['#', '#', 'e', '##wski']"
27450,"ntu
","['nt', '##u']"
27451,"hoof
","['ho', '##of']"
27452,"##ressure
","['#', '#', 'res', '##sure']"
27453,"arab
",['arab']
27454,"curva
","['cu', '##rva']"
27455,"druckgefab
","['dr', '##uck', '##ge', '##fa', '##b']"
27456,"##emeht
","['#', '#', 'em', '##eh', '##t']"
27457,"metallische
","['metal', '##lis', '##che']"
27458,"##pentyl
","['#', '#', 'pen', '##ty', '##l']"
27459,"##rrere
","['#', '#', 'rr', '##ere']"
27460,"computerai
","['computer', '##ai']"
27461,"##swv
","['#', '#', 'sw', '##v']"
27462,"bpp
","['bp', '##p']"
27463,"smai
","['sm', '##ai']"
27464,"lze
","['l', '##ze']"
27465,"ubl
","['u', '##bl']"
27466,"olf
","['ol', '##f']"
27467,"vereinfachte
","['ve', '##re', '##in', '##fa', '##cht', '##e']"
27468,"spuo
","['sp', '##uo']"
27469,"kotoph
","['ko', '##top', '##h']"
27470,"##ssyls
","['#', '#', 'ss', '##yl', '##s']"
27471,"durchgehend
","['du', '##rch', '##ge', '##hend']"
27472,"##consequential
","['#', '#', 'con', '##se', '##quent', '##ial']"
27473,"##bassemblies
","['#', '#', 'bass', '##em', '##bl', '##ies']"
27474,"gebi
","['ge', '##bi']"
27475,"pnc
","['p', '##nc']"
27476,"ezn
","['e', '##z', '##n']"
27477,"##herty
","['#', '#', 'her', '##ty']"
27478,"applicati
","['app', '##lica', '##ti']"
27479,"mtt
","['mt', '##t']"
27480,"##umco
","['#', '#', 'um', '##co']"
27481,"nbi
","['n', '##bi']"
27482,"##tisti
","['#', '#', 'tis', '##ti']"
27483,"nosli
","['nos', '##li']"
27484,"##eppel
","['#', '#', 'ep', '##pel']"
27485,"##numeric
","['#', '#', 'nu', '##meric']"
27486,"thermit
","['the', '##rmi', '##t']"
27487,"tvw
","['tv', '##w']"
27488,"trh
","['tr', '##h']"
27489,"mutagen
","['mu', '##tage', '##n']"
27490,"subassemb
","['sub', '##asse', '##mb']"
27491,"escala
","['es', '##cala']"
27492,"hehtp
","['he', '##ht', '##p']"
27493,"phar
","['ph', '##ar']"
27494,"multitrabl
","['multi', '##tra', '##bl']"
27495,"yti
","['y', '##ti']"
27496,"vew
","['ve', '##w']"
27497,"proze
","['pro', '##ze']"
27498,"##assemblies
","['#', '#', 'assemblies']"
27499,"##csssses
","['#', '#', 'cs', '##ss', '##ses']"
27500,"uotiv
","['u', '##ot', '##iv']"
27501,"faw
","['fa', '##w']"
27502,"##quellen
","['#', '#', 'que', '##llen']"
27503,"##cidn
","['#', '#', 'cid', '##n']"
27504,"bsn
","['bs', '##n']"
27505,"##rror
","['#', '#', 'rr', '##or']"
27506,"cucu
","['cu', '##cu']"
27507,"transmis
","['trans', '##mis']"
27508,"hebe
","['he', '##be']"
27509,"fsi
","['f', '##si']"
27510,"fournir
","['four', '##nir']"
27511,"wval
","['w', '##val']"
27512,"tripath
","['trip', '##ath']"
27513,"shiva
",['shiva']
27514,"##igcar
","['#', '#', 'i', '##gc', '##ar']"
27515,"##romic
","['#', '#', 'rom', '##ic']"
27516,"ozw
","['oz', '##w']"
27517,"ziz
","['z', '##iz']"
27518,"##minute
","['#', '#', 'minute']"
27519,"##espond
","['#', '#', 'es', '##pon', '##d']"
27520,"##sibly
","['#', '#', 'si', '##bly']"
27521,"préciser
","['precise', '##r']"
27522,"snotli
","['s', '##not', '##li']"
27523,"gandi
","['gan', '##di']"
27524,"##konzeption
","['#', '#', 'ko', '##nz', '##ept', '##ion']"
27525,"sdh
","['sd', '##h']"
27526,"kli
","['k', '##li']"
27527,"##atham
","['#', '#', 'at', '##ham']"
27528,"##nbv
","['#', '#', 'n', '##b', '##v']"
27529,"oav
","['o', '##av']"
27530,"hsl
","['hs', '##l']"
27531,"cobaltbase
","['cobalt', '##base']"
27532,"sicherheitsbehd
","['sic', '##her', '##hei', '##ts', '##be', '##hd']"
27533,"obb
","['ob', '##b']"
27534,"##kotophx
","['#', '#', 'ko', '##top', '##h', '##x']"
27535,"##leiter
","['#', '#', 'lei', '##ter']"
27536,"##ytsod
","['#', '#', 'y', '##ts', '##od']"
27537,"fannin
","['fan', '##nin']"
27538,"evt
","['ev', '##t']"
27539,"basé
",['base']
27540,"##dopplerkonstante
","['#', '#', 'do', '##pp', '##ler', '##kon', '##stan', '##te']"
27541,"refroidi
","['ref', '##roid', '##i']"
27542,"rico
",['rico']
27543,"##sessses
","['#', '#', 'se', '##ss', '##ses']"
27544,"##éffnungsve
","['#', '#', 'e', '##ff', '##nu', '##ng', '##s', '##ve']"
27545,"##emical
","['#', '#', 'emi', '##cal']"
27546,"indicat
","['ind', '##ica', '##t']"
27547,"eventuelle
","['event', '##uel', '##le']"
27548,"utilizan
","['ut', '##ili', '##zan']"
27549,"jeya
","['je', '##ya']"
27550,"##jahr
","['#', '#', 'ja', '##hr']"
27551,"lix
","['li', '##x']"
27552,"apv
","['ap', '##v']"
27553,"##spitzen
","['#', '#', 'spit', '##zen']"
27554,"owo
","['ow', '##o']"
27555,"##ullis
","['#', '#', 'ul', '##lis']"
27556,"##neutronenquelle
","['#', '#', 'neutron', '##en', '##quel', '##le']"
27557,"aisé
","['ai', '##se']"
27558,"##qunu
","['#', '#', 'qu', '##nu']"
27559,"udi
","['ud', '##i']"
27560,"##eeseeeee
","['#', '#', 'ee', '##see', '##ee', '##e']"
27561,"okc
","['ok', '##c']"
27562,"introdu
","['intro', '##du']"
27563,"##anaka
","['#', '#', 'ana', '##ka']"
27564,"uond
","['u', '##ond']"
27565,"optimi
","['opt', '##imi']"
27566,"chk
","['ch', '##k']"
27567,"vicker
","['vic', '##ker']"
27568,"shortcoming
","['short', '##coming']"
27569,"bso
","['bs', '##o']"
27570,"predi
","['pre', '##di']"
27571,"retest
","['re', '##test']"
