,original_word,tokenized_by_bert
16489,"infinitesimal
","['infinite', '##si', '##mal']"
16490,"nitrosyl
","['ni', '##tro', '##sy', '##l']"
16491,"accélér
","['acc', '##ele', '##r']"
16492,"descriptor
","['des', '##cript', '##or']"
16493,"kessler
","['ke', '##ssler']"
16494,"récupér
","['rec', '##up', '##er']"
16495,"##phyllite
","['ph', '##yl', '##lite']"
16496,"blindaje
","['blind', '##aj', '##e']"
16497,"zunich
","['zu', '##nic', '##h']"
16498,"armoire
","['arm', '##oire']"
16499,"garching
","['ga', '##rch', '##ing']"
16500,"riportat
","['rip', '##ort', '##at']"
16501,"selfheal
","['self', '##hea', '##l']"
16502,"firmengruppe
","['firm', '##eng', '##rup', '##pe']"
16503,"ransfer
","['ran', '##sf', '##er']"
16504,"jankus
","['jan', '##kus']"
16505,"overlaid
","['over', '##laid']"
16506,"gmaw
","['gma', '##w']"
16507,"leerfahrbetrieb
","['lee', '##rf', '##ah', '##rb', '##et', '##rie', '##b']"
16508,"gelagert
","['gel', '##ager', '##t']"
16509,"obviate
","['ob', '##via', '##te']"
16510,"argyri
","['ar', '##gy', '##ri']"
16511,"jintegral
","['jin', '##te', '##gra', '##l']"
16512,"élimin
","['eli', '##min']"
16513,"benedic
","['ben', '##ed', '##ic']"
16514,"radioactivité
","['radio', '##act', '##iv', '##ite']"
16515,"aufgefiihrte
","['auf', '##ge', '##fi', '##ih', '##rte']"
16516,"vorausgesetzt
","['vo', '##raus', '##ges', '##etz', '##t']"
16517,"periodontal
","['period', '##ont', '##al']"
16518,"erhoht
","['er', '##ho', '##ht']"
16519,"snotiea
","['s', '##not', '##ie', '##a']"
16520,"##gebdude
","['ge', '##b', '##du', '##de']"
16521,"tournant
","['tour', '##nant']"
16522,"nickelnio
","['nickel', '##nio']"
16523,"orthophosphate
","['or', '##th', '##op', '##hos', '##phate']"
16524,"bhctphx
","['b', '##hc', '##tp', '##h', '##x']"
16525,"retrospect
","['retro', '##sp', '##ect']"
16526,"reaktorgebaude
","['re', '##ak', '##tor', '##ge', '##bau', '##de']"
16527,"rectification
","['rec', '##ti', '##fication']"
16528,"dehydrate
","['de', '##hy', '##dra', '##te']"
16529,"biologische
","['bio', '##log', '##ische']"
16530,"superplastic
","['super', '##pl', '##astic']"
16531,"kalkar
","['ka', '##lka', '##r']"
16532,"bruker
","['br', '##uke', '##r']"
16533,"##kiihlkreislauf
","['ki', '##ih', '##lk', '##re', '##is', '##lau', '##f']"
16534,"abluft
","['ab', '##lu', '##ft']"
16535,"gebracht
","['ge', '##bra', '##cht']"
16536,"raks
","['ra', '##ks']"
16537,"jmatpro
","['j', '##mat', '##pro']"
16538,"intégrale
","['integral', '##e']"
16539,"comlocatephys
","['com', '##lo', '##cate', '##phy', '##s']"
16540,"eigenstate
","['e', '##igen', '##sta', '##te']"
16541,"borehole
","['bore', '##hole']"
16542,"empleo
","['em', '##ple', '##o']"
16543,"rejuvenation
","['re', '##ju', '##ven', '##ation']"
16544,"umsetzen
","['um', '##set', '##zen']"
16545,"pienum
","['pie', '##num']"
16546,"prinko
","['pri', '##nko']"
16547,"shamir
","['sham', '##ir']"
16548,"nashine
","['nash', '##ine']"
16549,"##speisepumpe
","['sp', '##eis', '##ep', '##ump', '##e']"
16550,"grébere
","['gr', '##eber', '##e']"
16551,"gandini
","['gan', '##dini']"
16552,"plomb
","['pl', '##om', '##b']"
16553,"endfbvl
","['end', '##fb', '##v', '##l']"
16554,"detrit
","['det', '##rit']"
16555,"twlol
","['t', '##wl', '##ol']"
16556,"spontan
","['sp', '##ont', '##an']"
16557,"eansty
","['ea', '##nst', '##y']"
16558,"motoka
","['mo', '##tok', '##a']"
16559,"##ynssyd
","['y', '##ns', '##sy', '##d']"
16560,"yaxis
","['ya', '##xi', '##s']"
16561,"dynamique
","['d', '##yna', '##mi', '##que']"
16562,"infiltration
","['in', '##filtration']"
16563,"remelted
","['re', '##mel', '##ted']"
16564,"mihal
","['mi', '##hal']"
16565,"flachen
","['fl', '##ache', '##n']"
16566,"acrossflat
","['across', '##fl', '##at']"
16567,"viscoelasticity
","['vis', '##coe', '##lastic', '##ity']"
16568,"mikro
","['mi', '##kr', '##o']"
16569,"unequivocally
","['une', '##qui', '##vo', '##cal', '##ly']"
16570,"ansatz
","['an', '##sat', '##z']"
16571,"konnen
","['ko', '##nne', '##n']"
16572,"detachable
","['det', '##ach', '##able']"
16573,"sssdas
","['ss', '##sd', '##as']"
16574,"stufen
","['stu', '##fen']"
16575,"bandgap
","['band', '##ga', '##p']"
16576,"aerated
","['ae', '##rated']"
16577,"aprilmay
","['april', '##may']"
16578,"drumlin
","['drum', '##lin']"
16579,"monju
","['mon', '##ju']"
16580,"multitud
","['multi', '##tu', '##d']"
16581,"interesse
","['inter', '##ess', '##e']"
16582,"broadgroup
","['broad', '##group']"
16583,"durchstrémt
","['du', '##rch', '##st', '##rem', '##t']"
16584,"astley
","['as', '##tley']"
16585,"bimetal
","['bi', '##met', '##al']"
16586,"dlcag
","['dl', '##ca', '##g']"
16587,"adsorbate
","['ads', '##or', '##bate']"
16588,"filamentous
","['fi', '##lam', '##ent', '##ous']"
16589,"vaide
","['va', '##ide']"
16590,"dboa
","['db', '##oa']"
16591,"knnen
","['kn', '##nen']"
16592,"ponent
","['po', '##nent']"
16593,"gitterplatte
","['gi', '##tter', '##pl', '##att', '##e']"
16594,"beendet
","['been', '##de', '##t']"
16595,"noncritical
","['non', '##cr', '##itical']"
16596,"gutachten
","['gut', '##ach', '##ten']"
16597,"interchannel
","['inter', '##channel']"
16598,"aimcm
","['aim', '##cm']"
16599,"xviii
","['xvi', '##ii']"
16600,"rauhigkeit
","['ra', '##uh', '##ig', '##kei', '##t']"
16601,"leichtwasser
","['lei', '##cht', '##was', '##ser']"
16602,"suoz
","['su', '##oz']"
16603,"hbet
","['h', '##bet']"
16604,"##spiel
","['sp', '##iel']"
16605,"extinguishant
","['ex', '##ting', '##uis', '##han', '##t']"
16606,"aniage
","['an', '##ia', '##ge']"
16607,"etqel
","['et', '##q', '##el']"
16608,"interrelated
","['inter', '##rel', '##ated']"
16609,"uozro
","['u', '##oz', '##ro']"
16610,"##schinger
","['sc', '##hing', '##er']"
16611,"machin
","['mach', '##in']"
16612,"embrittled
","['em', '##bri', '##ttle', '##d']"
16613,"##ntano
","['nt', '##ano']"
16614,"aundia
","['au', '##ndi', '##a']"
16615,"##omanko
","['oman', '##ko']"
16616,"zooplankton
","['zoo', '##pl', '##an', '##kt', '##on']"
16617,"istante
","['ist', '##ante']"
16618,"oilgas
","['oil', '##gas']"
16619,"wyo
","['w', '##yo']"
16620,"amont
","['am', '##ont']"
16621,"hsb
","['hs', '##b']"
16622,"reduzieren
","['red', '##uz', '##iere', '##n']"
16623,"singlesphere
","['singles', '##pher', '##e']"
16624,"genco
","['gen', '##co']"
16625,"mrc
","['mr', '##c']"
16626,"tassa
","['ta', '##ssa']"
16627,"myj
","['my', '##j']"
16628,"gebaude
","['ge', '##bau', '##de']"
16629,"petten
","['pet', '##ten']"
16630,"##ycor
","['y', '##cor']"
16631,"gekw
","['ge', '##k', '##w']"
16632,"fnl
","['f', '##nl']"
16633,"##bestandteil
","['best', '##and', '##te', '##il']"
16634,"évaporateur
","['eva', '##por', '##ate', '##ur']"
16635,"zunahme
","['zu', '##nah', '##me']"
16636,"atthe
","['at', '##the']"
16637,"expel
","['ex', '##pel']"
16638,"gebro
","['ge', '##bro']"
16639,"realisation
","['real', '##isation']"
16640,"dmr
","['d', '##m', '##r']"
16641,"fluorinator
","['flu', '##orin', '##ator']"
16642,"##duisent
","['du', '##isen', '##t']"
16643,"vereinig
","['ve', '##re', '##ini', '##g']"
16644,"pcmo
","['pc', '##mo']"
16645,"##santhakumar
","['sant', '##hak', '##uma', '##r']"
16646,"verdichtung
","['verdi', '##cht', '##ung']"
16647,"solan
","['sol', '##an']"
16648,"behilter
","['be', '##hil', '##ter']"
16649,"##betonabschirmung
","['bet', '##ona', '##bs', '##chi', '##rm', '##ung']"
16650,"atomscc
","['atoms', '##cc']"
16651,"pajan
","['pa', '##jan']"
16652,"##lvinsni
","['l', '##vin', '##s', '##ni']"
16653,"uobe
","['u', '##obe']"
16654,"jit
","['ji', '##t']"
16655,"unlocking
","['unlock', '##ing']"
16656,"##hois
","['ho', '##is']"
16657,"kio
","['ki', '##o']"
16658,"vient
","['vie', '##nt']"
16659,"myu
","['my', '##u']"
16660,"##pyridiniu
","['p', '##yr', '##idi', '##ni', '##u']"
16661,"secondarysystem
","['secondary', '##sy', '##ste', '##m']"
16662,"extinguishing
","['ex', '##ting', '##uis', '##hing']"
16663,"fossilfuel
","['fossil', '##fu', '##el']"
16664,"quetd
","['que', '##t', '##d']"
16665,"frequen
","['fr', '##e', '##que', '##n']"
16666,"moltenmetal
","['molten', '##met', '##al']"
16667,"##reaktivitdt
","['re', '##ak', '##tiv', '##it', '##dt']"
16668,"raat
","['ra', '##at']"
16669,"eoz
","['e', '##oz']"
16670,"ould
","['ou', '##ld']"
16671,"wmo
","['w', '##mo']"
16672,"intensively
","['intensive', '##ly']"
16673,"satisfaisante
","['sat', '##is', '##fa', '##isan', '##te']"
16674,"##cescccce
","['ce', '##sc', '##cc', '##ce']"
16675,"coauthor
","['coa', '##uth', '##or']"
16676,"tector
","['te', '##ctor']"
16677,"paccu
","['pac', '##cu']"
16678,"colapo
","['cola', '##po']"
16679,"schneid
","['sc', '##hn', '##ei', '##d']"
16680,"mitigated
","['mit', '##igate', '##d']"
16681,"mmp
","['mm', '##p']"
16682,"wrm
","['wr', '##m']"
16683,"##ffnung
","['ff', '##nu', '##ng']"
16684,"jeub
","['je', '##ub']"
16685,"fip
","['fi', '##p']"
16686,"lpe
","['lp', '##e']"
16687,"gotx
","['got', '##x']"
16688,"pyroprocess
","['p', '##yr', '##op', '##ro', '##ces', '##s']"
16689,"wasserstand
","['was', '##ser', '##stand']"
16690,"adef
","['ad', '##ef']"
16691,"spéciale
","['special', '##e']"
16692,"quanta
","['quan', '##ta']"
16693,"grippe
","['grip', '##pe']"
16694,"##ausgangsleistung
","['aus', '##gang', '##sle', '##ist', '##ung']"
16695,"montée
","['monte', '##e']"
16696,"liefern
","['lie', '##fer', '##n']"
16697,"tuv
","['tu', '##v']"
16698,"penalize
","['penal', '##ize']"
16699,"##aanaa
","['aa', '##na', '##a']"
16700,"pef
","['pe', '##f']"
16701,"##imuthu
","['im', '##uth', '##u']"
16702,"yga
","['y', '##ga']"
16703,"parameterstudie
","['parameters', '##tu', '##die']"
16704,"vcl
","['vc', '##l']"
16705,"signai
","['sign', '##ai']"
16706,"orthonormal
","['or', '##th', '##ono', '##rma', '##l']"
16707,"lapse
","['laps', '##e']"
16708,"##schlossen
","['sc', '##hl', '##oss', '##en']"
16709,"ssdi
","['ss', '##di']"
16710,"ollv
","['ol', '##l', '##v']"
16711,"erstarrt
","['er', '##star', '##rt']"
16712,"esv
","['es', '##v']"
16713,"ochobah
","['och', '##ob', '##ah']"
16714,"##hshe
","['hs', '##he']"
16715,"##teuy
","['te', '##uy']"
16716,"austenitische
","['austen', '##itis', '##che']"
16717,"ocu
","['o', '##cu']"
16718,"charac
","['char', '##ac']"
16719,"luod
","['lu', '##od']"
16720,"##stahl
","['st', '##ahl']"
16721,"trum
","['tr', '##um']"
16722,"proche
","['pro', '##che']"
16723,"suco
","['su', '##co']"
16724,"protrud
","['pro', '##tr', '##ud']"
16725,"suotj
","['su', '##ot', '##j']"
16726,"yva
","['y', '##va']"
16727,"additi
","['add', '##iti']"
16728,"taal
","['ta', '##al']"
16729,"##hydroxid
","['hydro', '##xi', '##d']"
16730,"wazs
","['wa', '##z', '##s']"
16731,"##tricity
","['tri', '##city']"
16732,"esg
","['es', '##g']"
16733,"wll
","['w', '##ll']"
16734,"mav
","['ma', '##v']"
16735,"kiihlwasser
","['ki', '##ih', '##l', '##was', '##ser']"
16736,"maximalwert
","['maximal', '##wer', '##t']"
16737,"mpou
","['mp', '##ou']"
16738,"lehr
","['le', '##hr']"
16739,"uox
","['u', '##ox']"
16740,"lrt
","['l', '##rt']"
16741,"##sorgt
","['so', '##rg', '##t']"
16742,"aok
","['ao', '##k']"
16743,"##jalaj
","['ja', '##la', '##j']"
16744,"counteract
","['counter', '##act']"
16745,"esz
","['es', '##z']"
16746,"dutt
","['du', '##tt']"
16747,"sbu
","['sb', '##u']"
16748,"entscheidend
","['en', '##ts', '##che', '##ide', '##nd']"
16749,"résiste
","['resist', '##e']"
16750,"##drid
","['dr', '##id']"
16751,"ound
","['ou', '##nd']"
16752,"refra
","['ref', '##ra']"
16753,"aiqe
","['ai', '##q', '##e']"
16754,"lir
","['li', '##r']"
16755,"esb
","['es', '##b']"
16756,"accomodate
","['acc', '##omo', '##date']"
16757,"##othermal
","['other', '##mal']"
16758,"emphasiz
","['em', '##pha', '##si', '##z']"
16759,"cucl
","['cu', '##cl']"
16760,"preequilibrate
","['pre', '##e', '##quil', '##ib', '##rate']"
16761,"inib
","['in', '##ib']"
16762,"yiel
","['yi', '##el']"
16763,"schlu
","['sc', '##hl', '##u']"
16764,"evid
","['ev', '##id']"
16765,"particu
","['part', '##ic', '##u']"
16766,"kombinierte
","['ko', '##mb', '##ini', '##ert', '##e']"
16767,"eug
","['eu', '##g']"
16768,"junlv
","['jun', '##l', '##v']"
16769,"dwt
","['d', '##wt']"
16770,"##viava
","['via', '##va']"
16771,"rok
","['ro', '##k']"
16772,"bhat
","['b', '##hat']"
16773,"analysi
","['anal', '##ys', '##i']"
16774,"##tribu
","['tri', '##bu']"
16775,"##quette
","['que', '##tte']"
16776,"universit
","['un', '##iver', '##sit']"
16777,"eif
","['e', '##if']"
16778,"##xperimental
","['xp', '##eri', '##mental']"
16779,"##dyag
","['d', '##ya', '##g']"
16780,"jaj
","['ja', '##j']"
16781,"conditi
","['con', '##dit', '##i']"
16782,"influent
","['in', '##fl', '##uen', '##t']"
16783,"zom
","['z', '##om']"
16784,"lian
","['lia', '##n']"
16785,"niederdruckvorw
","['ni', '##ede', '##rd', '##ruck', '##vor', '##w']"
16786,"erv
","['er', '##v']"
16787,"##statten
","['stat', '##ten']"
16788,"conditio
","['con', '##dit', '##io']"
16789,"snsaa
","['s', '##ns', '##aa']"
16790,"eak
","['ea', '##k']"
16791,"ncc
","['nc', '##c']"
16792,"##etermined
","['et', '##er', '##mined']"
16793,"btuhrt
","['bt', '##uh', '##rt']"
16794,"enor
","['en', '##or']"
16795,"tmcl
","['t', '##mc', '##l']"
16796,"burz
","['bu', '##rz']"
16797,"summa
","['sum', '##ma']"
16798,"ulo
","['ul', '##o']"
16799,"toxicol
","['toxic', '##ol']"
16800,"usg
","['us', '##g']"
16801,"uolze
","['u', '##ol', '##ze']"
16802,"##depressurisation
","['de', '##press', '##uri', '##sation']"
16803,"omax
","['om', '##ax']"
16804,"##assembiy
","['ass', '##em', '##bi', '##y']"
16805,"lvl
","['l', '##v', '##l']"
16806,"cfst
","['cf', '##st']"
16807,"##hielding
","['hi', '##eld', '##ing']"
16808,"usmepe
","['us', '##me', '##pe']"
16809,"gsl
","['gs', '##l']"
16810,"inferr
","['in', '##fer', '##r']"
16811,"tako
","['tak', '##o']"
16812,"teal
","['tea', '##l']"
16813,"arno
","['ar', '##no']"
16814,"##lvah
","['l', '##vah']"
16815,"retenue
","['re', '##ten', '##ue']"
16816,"fui
","['fu', '##i']"
16817,"##facturer
","['fact', '##urer']"
16818,"beal
","['bea', '##l']"
16819,"##polarized
","['polar', '##ized']"
16820,"##easured
","['ea', '##sure', '##d']"
16821,"##wiirme
","['wii', '##rm', '##e']"
16822,"fiw
","['fi', '##w']"
16823,"zde
","['z', '##de']"
16824,"faci
","['fa', '##ci']"
16825,"##stedt
","['ste', '##dt']"
16826,"dpd
","['d', '##pd']"
16827,"tibliche
","['ti', '##bl', '##iche']"
16828,"bbi
","['bb', '##i']"
16829,"résolu
","['res', '##ol', '##u']"
16830,"ppc
","['pp', '##c']"
16831,"##araman
","['ara', '##man']"
16832,"uozg
","['u', '##oz', '##g']"
16833,"ssg
","['ss', '##g']"
16834,"geometri
","['geo', '##met', '##ri']"
16835,"buil
","['bu', '##il']"
16836,"heibdampf
","['he', '##ib', '##dam', '##pf']"
16837,"ceu
","['ce', '##u']"
16838,"##nssaud
","['ns', '##sau', '##d']"
16839,"fub
","['fu', '##b']"
16840,"contai
","['con', '##tai']"
16841,"cuz
","['cu', '##z']"
16842,"summariz
","['sum', '##mar', '##iz']"
16843,"##ionvh
","['ion', '##v', '##h']"
16844,"decelerat
","['dec', '##ele', '##rat']"
16845,"##gressive
","['gr', '##ess', '##ive']"
16846,"##herstellung
","['hers', '##tell', '##ung']"
16847,"sserie
","['ss', '##erie']"
16848,"##pouy
","['po', '##uy']"
16849,"laborat
","['labor', '##at']"
16850,"grap
","['gr', '##ap']"
16851,"ntz
","['nt', '##z']"
16852,"hzt
","['hz', '##t']"
16853,"ayj
","['a', '##y', '##j']"
16854,"feso
","['fe', '##so']"
16855,"noily
","['no', '##ily']"
16856,"grober
","['gr', '##obe', '##r']"
16857,"capteur
","['capt', '##eur']"
16858,"résultat
","['result', '##at']"
16859,"cuni
","['cu', '##ni']"
16860,"oaz
","['o', '##az']"
16861,"##depressurization
","['de', '##press', '##uri', '##zation']"
16862,"##aumm
","['au', '##mm']"
16863,"sépar
","['sep', '##ar']"
16864,"zlo
","['z', '##lo']"
16865,"equaliz
","['equal', '##iz']"
16866,"uter
","['ut', '##er']"
16867,"éventuelle
","['event', '##uel', '##le']"
16868,"##sembly
","['se', '##mb', '##ly']"
16869,"hdher
","['hd', '##her']"
16870,"nollo
","['no', '##llo']"
16871,"reweld
","['re', '##we', '##ld']"
16872,"##ebay
","['e', '##bay']"
16873,"cso
","['cs', '##o']"
16874,"##scatter
","['sc', '##atter']"
16875,"##minates
","['mina', '##tes']"
16876,"statistisch
","['stat', '##ist', '##isch']"
16877,"helitpo
","['he', '##lit', '##po']"
16878,"##ahhoro
","['ah', '##hor', '##o']"
16879,"nivy
","['ni', '##vy']"
16880,"akthbho
","['ak', '##th', '##bh', '##o']"
16881,"dilut
","['dil', '##ut']"
16882,"##cathode
","['cat', '##ho', '##de']"
16883,"##tantalum
","['tan', '##tal', '##um']"
16884,"##baet
","['bae', '##t']"
16885,"destinée
","['des', '##tine', '##e']"
16886,"##odxg
","['o', '##d', '##x', '##g']"
16887,"arom
","['ar', '##om']"
16888,"##genommen
","['gen', '##om', '##men']"
16889,"##implantation
","['implant', '##ation']"
16890,"ecl
","['ec', '##l']"
16891,"##ausbreitung
","['aus', '##bre', '##itung']"
16892,"reprocess
","['rep', '##ro', '##ces', '##s']"
16893,"##mechanische
","['me', '##chan', '##ische']"
16894,"##rhombohedral
","['r', '##hom', '##bo', '##hedral']"
16895,"##magnification
","['mag', '##ni', '##fication']"
16896,"##distillation
","['di', '##sti', '##llation']"
16897,"##verdichtung
","['verdi', '##cht', '##ung']"
16898,"##transducer
","['trans', '##du', '##cer']"
16899,"##deflection
","['def', '##le', '##ction']"
16900,"##optimum
","['opt', '##imum']"
16901,"##iodide
","['io', '##di', '##de']"
16902,"nga
","['ng', '##a']"
16903,"longitud
","['long', '##it', '##ud']"
16904,"regenerativ
","['reg', '##ener', '##ati', '##v']"
16905,"upuc
","['up', '##uc']"
16906,"##attering
","['at', '##tering']"
16907,"##disrupti
","['disrupt', '##i']"
16908,"fpr
","['f', '##pr']"
16909,"##métrie
","['met', '##rie']"
16910,"catalys
","['cat', '##aly', '##s']"
16911,"elongate
","['el', '##onga', '##te']"
16912,"anodiz
","['an', '##od', '##iz']"
16913,"negotiat
","['ne', '##go', '##tia', '##t']"
16914,"conductivit
","['conduct', '##iv', '##it']"
16915,"voraussetzung
","['vo', '##raus', '##set', '##zu', '##ng']"
16916,"##riicksicht
","['ri', '##ick', '##sic', '##ht']"
16917,"sinq
","['sin', '##q']"
16918,"##magneten
","['magnet', '##en']"
16919,"##ponsored
","['po', '##nsor', '##ed']"
16920,"eaq
","['ea', '##q']"
16921,"scintill
","['sci', '##nti', '##ll']"
16922,"##absorber
","['absorb', '##er']"
16923,"rodrigue
","['rod', '##rigue']"
16924,"zell
","['ze', '##ll']"
16925,"sreenivas
","['sr', '##een', '##iva', '##s']"
16926,"ptet
","['pt', '##et']"
16927,"proportionnel
","['proportion', '##nel']"
16928,"phthal
","['ph', '##thal']"
16929,"prelimina
","['pre', '##lim', '##ina']"
16930,"propriet
","['prop', '##rie', '##t']"
16931,"##bewegung
","['be', '##we', '##gun', '##g']"
16932,"cognizan
","['co', '##gni', '##zan']"
16933,"jawactuat
","['jaw', '##act', '##ua', '##t']"
16934,"sequoia
","['se', '##qu', '##oia']"
16935,"##derstandsbeiwert
","['der', '##stand', '##sb', '##ei', '##wer', '##t']"
16936,"##eantimetorestore
","['ea', '##nti', '##met', '##ores', '##tore']"
16937,"##hyperconjugative
","['hyper', '##con', '##ju', '##gative']"
16938,"##warmeabfuhr
","['warm', '##ea', '##bf', '##uh', '##r']"
16939,"abschdtzung
","['abs', '##ch', '##dt', '##zu', '##ng']"
16940,"attenuator
","['at', '##ten', '##ua', '##tor']"
16941,"ausfiihrlich
","['aus', '##fi', '##ih', '##rl', '##ich']"
16942,"baffling
","['ba', '##ff', '##ling']"
16943,"baurmash
","['ba', '##ur', '##mas', '##h']"
16944,"chandravathi
","['chandra', '##vat', '##hi']"
16945,"choudhry
","['cho', '##ud', '##hr', '##y']"
16946,"conséquent
","['con', '##se', '##quent']"
16947,"dendrogram
","['den', '##dro', '##gram']"
16948,"dewetting
","['dew', '##etti', '##ng']"
16949,"disentraine
","['di', '##sen', '##train', '##e']"
16950,"edelgase
","['ed', '##el', '##gas', '##e']"
16951,"erzeugen
","['er', '##ze', '##uge', '##n']"
16952,"fortuitous
","['fort', '##uit', '##ous']"
16953,"gestaltung
","['ge', '##sta', '##lt', '##ung']"
16954,"iiberhitzt
","['ii', '##ber', '##hit', '##z', '##t']"
16955,"jamshedpur
","['jam', '##shed', '##pur']"
16956,"justifiable
","['just', '##if', '##iable']"
16957,"karaikudi
","['kara', '##ik', '##udi']"
16958,"livraison
","['liv', '##rai', '##son']"
16959,"mariyapp
","['mari', '##ya', '##pp']"
16960,"modérateur
","['moderate', '##ur']"
16961,"nithila
","['ni', '##thi', '##la']"
16962,"nocciolo
","['no', '##cci', '##olo']"
16963,"nonexistent
","['none', '##xi', '##sten', '##t']"
16964,"nonmonotonic
","['non', '##mon', '##oton', '##ic']"
16965,"noulnan
","['no', '##ul', '##nan']"
16966,"nuctear
","['nu', '##ct', '##ear']"
16967,"numérique
","['nu', '##mer', '##ique']"
16968,"ophiolite
","['op', '##hi', '##oli', '##te']"
16969,"passivating
","['pass', '##ivating']"
16970,"phenanthroline
","['ph', '##ena', '##nt', '##hr', '##olin', '##e']"
16971,"photovoltaic
","['photo', '##vo', '##lta', '##ic']"
16972,"proporcional
","['prop', '##or', '##cion', '##al']"
16973,"radiobiology
","['radio', '##biology']"
16974,"radiotoxic
","['radio', '##to', '##xi', '##c']"
16975,"reexamine
","['re', '##ex', '##amine']"
16976,"sawdust
","['saw', '##dust']"
16977,"specimencarrier
","['specimen', '##car', '##rier']"
16978,"trigonal
","['tri', '##gonal']"
16979,"unrundheit
","['un', '##run', '##dh', '##eit']"
16980,"verrouillage
","['ve', '##rro', '##uil', '##lage']"
16981,"vorliegt
","['vo', '##rl', '##ieg', '##t']"
16982,"wsinvho
","['w', '##sin', '##v', '##ho']"
16983,"zugehérige
","['zu', '##ge', '##her', '##ige']"
16984,"équilibr
","['e', '##quil', '##ib', '##r']"
16985,"##oberfldche
","['obe', '##rf', '##ld', '##che']"
16986,"bqkg
","['b', '##q', '##k', '##g']"
16987,"contrélée
","['con', '##tre', '##lee']"
16988,"gakkai
","['ga', '##kka', '##i']"
16989,"gesehen
","['ge', '##se', '##hen']"
16990,"inspektion
","['ins', '##pe', '##kti', '##on']"
16991,"inundation
","['in', '##unda', '##tion']"
16992,"kohlenstoff
","['ko', '##hl', '##ens', '##to', '##ff']"
16993,"naosime
","['na', '##osi', '##me']"
16994,"orthoclase
","['or', '##th', '##oc', '##lase']"
16995,"tanshdy
","['tan', '##sh', '##dy']"
16996,"undamaged
","['und', '##ama', '##ged']"
16997,"unscear
","['un', '##sc', '##ear']"
16998,"##kjeldah
","['k', '##je', '##lda', '##h']"
16999,"milliliter
","['mill', '##ili', '##ter']"
17000,"abgearbeitet
","['ab', '##ge', '##ar', '##bei', '##tet']"
17001,"sathyabam
","['sat', '##hya', '##ba', '##m']"
17002,"waterbrine
","['water', '##bri', '##ne']"
17003,"##arbeitungskosten
","['ar', '##bei', '##tung', '##sko', '##sten']"
17004,"grounes
","['gr', '##oun', '##es']"
17005,"nitrogenalloyed
","['nitrogen', '##all', '##oy', '##ed']"
17006,"rachna
","['ra', '##ch', '##na']"
17007,"vérifier
","['ve', '##ri', '##fi', '##er']"
17008,"alkalinity
","['al', '##kali', '##nity']"
17009,"bewegt
","['be', '##we', '##gt']"
17010,"gewesen
","['ge', '##wes', '##en']"
17011,"ripening
","['ripe', '##ning']"
17012,"strominger
","['st', '##rom', '##inger']"
17013,"uofcauauser
","['u', '##of', '##ca', '##ua', '##user']"
17014,"jsave
","['j', '##sa', '##ve']"
17015,"encastre
","['en', '##cast', '##re']"
17016,"corrosivity
","['co', '##rro', '##si', '##vity']"
17017,"einsatzbeginn
","['ein', '##sat', '##z', '##be', '##gin', '##n']"
17018,"rectangle
","['rec', '##tangle']"
17019,"combinaison
","['comb', '##ina', '##ison']"
17020,"##sganss
","['sg', '##ans', '##s']"
17021,"hullrohr
","['hull', '##ro', '##hr']"
17022,"trimethylamine
","['trim', '##eth', '##yla', '##mine']"
17023,"semiconducteurs
","['semi', '##con', '##du', '##ct', '##eurs']"
17024,"acrosol
","['ac', '##ros', '##ol']"
17025,"krishnaiah
","['krishna', '##iah']"
17026,"konverter
","['ko', '##n', '##vert', '##er']"
17027,"ackermann
","['ac', '##ker', '##mann']"
17028,"kithlmittel
","['kit', '##hl', '##mit', '##tel']"
17029,"friedland
","['fried', '##land']"
17030,"##oberkante
","['obe', '##rka', '##nte']"
17031,"leistungsregler
","['lei', '##st', '##ung', '##sr', '##eg', '##ler']"
17032,"quotation
","['quota', '##tion']"
17033,"nodules
","['nod', '##ules']"
17034,"pyrophosphate
","['p', '##yr', '##op', '##hos', '##phate']"
17035,"mcfc
","['mc', '##fc']"
17036,"disengaging
","['di', '##sen', '##ga', '##ging']"
17037,"helmick
","['helm', '##ick']"
17038,"agarwal
","['ag', '##ar', '##wal']"
17039,"carburis
","['car', '##bu', '##ris']"
17040,"bemerk
","['be', '##mer', '##k']"
17041,"hochdruckteil
","['hoc', '##hd', '##ruck', '##te', '##il']"
17042,"vortrag
","['vo', '##rt', '##rag']"
17043,"aaquny
","['aa', '##qu', '##ny']"
17044,"dittus
","['di', '##tt', '##us']"
17045,"conduir
","['con', '##du', '##ir']"
17046,"dynecm
","['d', '##yne', '##cm']"
17047,"hsieh
","['hs', '##ie', '##h']"
17048,"alimentation
","['ali', '##ment', '##ation']"
17049,"beladung
","['bela', '##dun', '##g']"
17050,"étalonné
","['eta', '##lon', '##ne']"
17051,"colloqu
","['col', '##lo', '##qu']"
17052,"geminol
","['gem', '##ino', '##l']"
17053,"puncture
","['pun', '##cture']"
17054,"hugli
","['hug', '##li']"
17055,"kgday
","['kg', '##day']"
17056,"##gehoben
","['ge', '##ho', '##ben']"
17057,"##trophic
","['tr', '##op', '##hic']"
17058,"begrenzen
","['beg', '##ren', '##zen']"
17059,"imjm
","['im', '##jm']"
17060,"matepha
","['mate', '##pha']"
17061,"muruge
","['mu', '##rug', '##e']"
